"","SRR16611076","SRR16611077","SRR16611078","SRR16611088","SRR16611089","SRR16611090"
"PA14_RS02990",511,336,373,283,366,357
"PA14_RS30070",54,45,73,0,3,0
"PA14_RS03000",7,8,11,6,3,16
"PA14_RS03005",1046,686,842,821,876,976
"PA14_RS03010",16833,13475,22115,16640,18568,17538
"PA14_RS03015",1992,1657,1856,2154,2272,2276
"PA14_RS03020",1292,1173,1894,1221,1435,1187
"PA14_RS03025",11430,9662,16515,10639,13141,8910
"PA14_RS03030",2028,1804,3159,1837,2301,1790
"PA14_RS03035",873,706,891,843,992,905
"PA14_RS03040",222,200,197,150,178,158
"PA14_RS03045",374,415,383,279,348,302
"PA14_RS03050",607,530,605,501,572,576
"PA14_RS03055",98,93,106,47,50,56
"PA14_RS03060",2259,1130,2414,1726,1377,1609
"PA14_RS03065",3272,1472,2416,2560,1854,2178
"PA14_RS03070",10046,5520,7666,5978,4487,6256
"PA14_RS03075",247,219,200,244,305,272
"PA14_RS03080",551,559,513,500,575,595
"PA14_RS03085",504,459,465,408,458,461
"PA14_RS03090",766,676,1033,694,799,756
"PA14_RS03095",1369,1200,910,619,925,1076
"PA14_RS03100",6024,5983,4640,3478,4710,4896
"PA14_RS03105",7334,6280,7121,5073,6385,5775
"PA14_RS03110",1021,762,973,593,725,784
"PA14_RS03115",478,407,442,316,334,376
"PA14_RS03120",926,705,768,615,718,744
"PA14_RS03125",955,680,743,629,752,746
"PA14_RS03130",804,616,729,544,757,645
"PA14_RS03135",443,340,347,321,407,507
"PA14_RS03140",407,311,312,334,449,511
"PA14_RS03145",779,1552,1455,413,1966,832
"PA14_RS03150",903,1719,966,260,636,473
"PA14_RS03155",322,686,288,96,170,162
"PA14_RS03160",199,326,184,61,122,114
"PA14_RS03165",923,659,1049,626,866,704
"PA14_RS03170",1054,970,1071,686,1005,925
"PA14_RS03175",2687,2134,2532,1907,2534,2588
"PA14_RS03180",232,171,266,193,232,228
"PA14_RS03185",455,288,300,313,468,466
"PA14_RS03190",78,60,86,112,126,146
"PA14_RS03195",82,70,101,235,276,238
"PA14_RS03200",72,50,71,30,26,32
"PA14_RS03205",103,63,102,1,0,2
"PA14_RS03210",127,114,135,0,2,5
"PA14_RS03215",70,61,96,1,1,1
"PA14_RS03220",265,219,263,2,3,0
"PA14_RS03225",123,142,175,0,1,0
"PA14_RS03230",551,434,501,4,2,4
"PA14_RS03235",3,2,1,0,0,0
"PA14_RS03240",587,507,703,2,1,3
"PA14_RS03245",177,163,232,1,0,1
"PA14_RS03250",115,90,137,1,0,2
"PA14_RS03255",552,459,619,2,3,4
"PA14_RS03260",293,195,282,2,0,2
"PA14_RS03265",28,17,33,1,1,0
"PA14_RS03270",155,111,165,0,2,1
"PA14_RS03275",90,74,140,66,70,85
"PA14_RS03280",55,41,47,31,31,28
"PA14_RS30075",33,19,30,38,47,39
"PA14_RS03290",1,1,1,167,170,192
"PA14_RS03295",1,2,0,98,99,109
"PA14_RS03300",1,0,0,77,92,75
"PA14_RS03305",3,2,7,332,278,327
"PA14_RS03310",0,0,0,42,34,47
"PA14_RS03315",1,1,3,56,70,57
"PA14_RS03320",3,4,2,114,86,103
"PA14_RS03325",1,0,1,51,43,35
"PA14_RS03330",34,59,94,619,738,812
"PA14_RS31185",5,1,3,2,1,4
"PA14_RS03335",2,2,6,167,200,236
"PA14_RS03340",1,0,2,46,51,83
"PA14_RS03345",1,1,0,99,121,132
"PA14_RS03350",1563,1088,1557,1618,2063,2019
"PA14_RS03355",1559,1395,1735,1767,2283,2153
"PA14_RS03360",1759,1805,1571,1836,2391,2135
"PA14_RS03365",2404,2183,2511,1720,2128,2387
"PA14_RS03370",822,609,988,470,557,545
"PA14_RS03375",736,675,965,791,975,827
"PA14_RS03380",1055,783,1111,807,1041,1165
"PA14_RS03385",356,199,261,237,219,308
"PA14_RS03390",795,600,660,657,765,821
"PA14_RS03395",831,744,981,428,531,488
"PA14_RS03400",865,1023,740,458,570,643
"PA14_RS03405",566,495,475,501,568,655
"PA14_RS03410",197,173,191,684,810,1011
"PA14_RS03415",1684,1266,1477,1693,2054,2024
"PA14_RS03420",600,618,569,632,758,771
"PA14_RS03425",533,500,424,377,473,389
"PA14_RS03430",408,432,802,386,402,411
"PA14_RS03435",1475,1650,1720,679,669,651
"PA14_RS03440",4151,3089,5270,3181,3577,3877
"PA14_RS03445",2973,2286,2688,5608,6117,7317
"PA14_RS03475",484,364,498,332,382,289
"PA14_RS03480",152,131,139,109,143,118
"PA14_RS03485",362,320,252,271,237,316
"PA14_RS03505",20275,25199,24012,19026,24033,24750
"PA14_RS03515",4008,3148,6256,2304,2429,2498
"PA14_RS03520",6011,6055,11041,5593,5978,5400
"PA14_RS03525",8688,10177,9175,6798,7206,6734
"PA14_RS03530",10990,14827,12560,9079,10241,9280
"PA14_RS03535",15267,17912,13662,10160,12182,12135
"PA14_RS03540",9675,11852,9838,6922,8741,8513
"PA14_RS03545",24751,27090,25128,12973,16511,18264
"PA14_RS03550",41784,44415,45582,23958,29171,31913
"PA14_RS03555",10934,10164,12834,7571,8372,7185
"PA14_RS03560",8500,10154,10729,5835,6058,5722
"PA14_RS03565",20619,29416,23794,14072,14730,15325
"PA14_RS03570",34583,42876,38874,13468,17377,17820
"PA14_RS03575",16149,12195,20759,11672,12552,10434
"PA14_RS03580",16423,16547,23847,14496,13838,12120
"PA14_RS03585",10975,14775,15577,10452,10145,8605
"PA14_RS03590",2907,3594,3220,2820,2466,2363
"PA14_RS03595",13643,17310,13279,10547,10282,9912
"PA14_RS03600",5370,6162,4787,3586,3481,3736
"PA14_RS03605",5122,5883,4571,3197,3093,3449
"PA14_RS03610",9444,11068,8616,5157,5880,6736
"PA14_RS03615",5269,6306,4776,2518,2913,3645
"PA14_RS03620",1471,1363,1205,538,681,1014
"PA14_RS03625",2055,2506,2347,1092,1396,1672
"PA14_RS03630",6899,8263,7096,3525,4504,5492
"PA14_RS03635",3950,4468,4226,2349,2614,3382
"PA14_RS03640",12418,13244,11723,6480,7938,9454
"PA14_RS03645",9684,11790,10471,5820,7469,8332
"PA14_RS03650",12584,10923,16717,8758,10052,8212
"PA14_RS03655",11892,12722,16630,9260,10396,8388
"PA14_RS03660",5255,6702,7650,4723,5039,4136
"PA14_RS03665",11012,15306,14680,8636,9631,7826
"PA14_RS03670",2483,3136,2739,1558,1703,1659
"PA14_RS03675",9483,11911,10120,6124,6701,6204
"PA14_RS03680",25890,30408,26954,13497,16106,16530
"PA14_RS03685",3255,3722,3403,1762,2264,2448
"PA14_RS03690",7030,6783,8908,5341,6076,5746
"PA14_RS03695",4579,4862,6177,3896,4303,4209
"PA14_RS03700",9679,12006,11874,7344,8087,7828
"PA14_RS03705",14490,17166,13732,9776,10257,10349
"PA14_RS03710",8754,10125,7463,5690,6819,6940
"PA14_RS03715",7116,2751,4265,5457,5231,6921
"PA14_RS03720",1285,723,831,1031,1331,1809
"PA14_RS03725",2927,2690,2857,2537,2763,2737
"PA14_RS03730",1777,1302,1939,1617,2036,1719
"PA14_RS03735",2552,2123,3291,2879,3261,2958
"PA14_RS03740",144,315,115,1524,1681,2524
"PA14_RS03745",8,28,7,210,181,335
"PA14_RS03750",10,46,13,149,224,342
"PA14_RS03755",44,124,36,405,483,804
"PA14_RS03760",40,79,42,1576,1679,1944
"PA14_RS03765",163,461,163,1324,1631,2408
"PA14_RS03770",240,1027,334,4902,5031,5750
"PA14_RS03775",10,281,24,1146,1110,1093
"PA14_RS03780",59,436,67,1321,1514,1491
"PA14_RS03785",38,563,52,1631,1755,1816
"PA14_RS03790",275,906,207,1702,2034,2603
"PA14_RS03795",5,34,7,81,126,158
"PA14_RS03800",33,318,33,897,1234,1481
"PA14_RS03805",88,340,65,975,1170,1251
"PA14_RS03810",354,263,140,477,558,529
"PA14_RS03815",764,343,225,67,64,72
"PA14_RS03820",715,345,214,34,61,36
"PA14_RS03825",1506,676,630,80,98,121
"PA14_RS03830",392,232,145,16,17,10
"PA14_RS03835",1316,612,558,34,41,44
"PA14_RS03840",80,32,26,9,9,5
"PA14_RS03845",102,76,45,3,6,10
"PA14_RS03850",745,605,779,81,100,111
"PA14_RS03855",346,280,357,70,74,66
"PA14_RS03860",247,185,246,133,215,185
"PA14_RS03865",194,150,157,41,38,59
"PA14_RS03870",102,70,90,28,35,47
"PA14_RS03875",493,481,708,283,277,284
"PA14_RS03880",141,106,106,94,129,117
"PA14_RS03885",447,291,280,340,320,403
"PA14_RS03890",1049,833,819,623,758,778
"PA14_RS03895",258,206,207,197,232,205
"PA14_RS03900",438,363,407,387,456,419
"PA14_RS03905",369,225,282,420,456,393
"PA14_RS03910",314,312,301,446,421,474
"PA14_RS03915",340,316,267,130,134,155
"PA14_RS03920",1015,1053,771,67,94,114
"PA14_RS03925",51,34,47,49,82,80
"PA14_RS03930",46,17,45,34,44,39
"PA14_RS03935",72,79,50,64,66,94
"PA14_RS03940",380,291,300,217,245,240
"PA14_RS03945",318,233,244,213,267,257
"PA14_RS03950",361,329,329,284,342,397
"PA14_RS03955",305,231,223,319,472,592
"PA14_RS03960",417,271,282,428,758,1107
"PA14_RS03965",182,152,154,207,411,613
"PA14_RS03970",998,852,761,1117,1207,1271
"PA14_RS03975",242,164,211,265,334,325
"PA14_RS03980",128,114,170,97,142,128
"PA14_RS03985",42,33,43,24,36,23
"PA14_RS03990",1536,1109,1384,1006,1147,1205
"PA14_RS03995",1246,1138,1220,604,841,801
"PA14_RS04000",285,195,230,160,202,224
"PA14_RS04005",18,19,38,9,9,9
"PA14_RS04010",216,188,353,52,52,47
"PA14_RS04015",350,304,705,73,57,85
"PA14_RS04020",142,65,99,59,84,84
"PA14_RS04025",111,80,103,107,136,151
"PA14_RS04030",412,265,445,295,294,423
"PA14_RS04035",20,17,25,27,21,39
"PA14_RS04040",32,17,20,16,20,25
"PA14_RS04045",317,260,251,226,286,309
"PA14_RS04050",290,247,195,182,204,201
"PA14_RS04055",944,883,813,683,890,812
"PA14_RS04060",3,2,9,2,1,0
"PA14_RS04065",2,1,1,6,1,2
"PA14_RS04070",0,0,12,3,1,4
"PA14_RS04075",4,2,4,4,0,3
"PA14_RS04080",6,4,9,5,7,5
"PA14_RS04085",8,6,6,3,1,0
"PA14_RS04090",1,4,4,127,135,163
"PA14_RS04095",16,16,29,101,128,117
"PA14_RS04100",12,11,16,15,17,24
"PA14_RS04105",19,19,27,25,27,30
"PA14_RS04110",98,96,85,103,123,105
"PA14_RS04115",531,433,498,411,521,473
"PA14_RS04120",94,64,102,61,64,87
"PA14_RS04125",25,15,23,24,38,31
"PA14_RS04130",133,147,373,107,120,120
"PA14_RS04135",74,79,102,70,63,58
"PA14_RS04140",66,37,38,32,34,41
"PA14_RS04145",383,325,300,96,102,111
"PA14_RS04150",314,149,278,139,120,141
"PA14_RS04155",109,74,108,100,115,121
"PA14_RS04160",69,49,53,31,56,47
"PA14_RS04165",2480,1929,1588,1251,1248,1089
"PA14_RS04170",174,139,106,103,114,121
"PA14_RS04175",331,264,258,260,341,310
"PA14_RS04180",115,67,87,941,1163,1215
"PA14_RS04185",190,157,202,64,64,61
"PA14_RS04190",251,178,210,39,47,50
"PA14_RS04195",3166,1849,1987,18,26,35
"PA14_RS04200",128,71,113,51,74,68
"PA14_RS04205",120,37,35,36,53,52
"PA14_RS04210",156,112,144,137,205,191
"PA14_RS04215",63,48,52,42,57,63
"PA14_RS04220",102,82,97,120,112,135
"PA14_RS04225",586,375,597,426,382,331
"PA14_RS04230",206,172,203,144,134,143
"PA14_RS04235",589,537,582,233,261,288
"PA14_RS04240",806,634,766,416,475,506
"PA14_RS04245",540,373,509,75,105,110
"PA14_RS04250",2383,1868,2038,146,184,210
"PA14_RS04255",531,535,442,63,65,79
"PA14_RS04260",441,397,333,43,56,40
"PA14_RS04265",119,94,97,31,42,48
"PA14_RS04270",181,100,136,30,35,40
"PA14_RS04275",30,26,34,33,50,56
"PA14_RS04280",109,76,95,78,81,89
"PA14_RS04285",74,61,55,68,81,109
"PA14_RS04290",30,22,38,17,21,16
"PA14_RS04295",16,17,19,13,18,16
"PA14_RS04300",87,51,51,81,95,77
"PA14_RS04305",369,354,424,259,315,222
"PA14_RS04310",692,577,569,335,444,390
"PA14_RS04315",4028,3265,4038,1509,1450,1299
"PA14_RS04320",1280,878,1350,798,767,860
"PA14_RS04325",738,664,903,749,716,969
"PA14_RS04330",1017,797,826,513,589,737
"PA14_RS04335",245,230,392,246,267,242
"PA14_RS04340",4690,2784,3951,1913,1733,1722
"PA14_RS04345",633,350,460,252,252,308
"PA14_RS04350",136,85,117,101,103,108
"PA14_RS04355",259,198,253,176,220,219
"PA14_RS04360",787,533,616,538,471,641
"PA14_RS04365",493,339,493,395,417,540
"PA14_RS04370",3776,3553,3915,182,208,239
"PA14_RS04375",2977,2955,2614,175,174,196
"PA14_RS04380",192,148,141,32,46,29
"PA14_RS04385",26,19,31,44,57,63
"PA14_RS04390",17,15,21,29,28,23
"PA14_RS04395",25,19,17,19,19,24
"PA14_RS04400",7,8,7,3,16,13
"PA14_RS04405",189,118,165,130,193,183
"PA14_RS04410",45,29,30,41,37,59
"PA14_RS04415",12,6,13,87,93,82
"PA14_RS04420",4,1,3,41,41,49
"PA14_RS04425",3,2,13,113,135,151
"PA14_RS04430",47,29,22,20,23,33
"PA14_RS04435",80,54,57,63,75,106
"PA14_RS04440",98,66,72,160,197,195
"PA14_RS04445",41,19,46,26,31,34
"PA14_RS04450",28,23,33,25,24,29
"PA14_RS04455",20,15,10,26,23,28
"PA14_RS04460",80,39,75,81,91,92
"PA14_RS04465",23,14,16,21,20,33
"PA14_RS04470",112,78,118,66,81,89
"PA14_RS04475",32,9,19,33,37,54
"PA14_RS04480",152,109,123,536,735,812
"PA14_RS04485",109,66,70,60,71,63
"PA14_RS04490",249,206,215,141,163,201
"PA14_RS04495",645,437,531,558,696,831
"PA14_RS04500",577,409,515,463,577,596
"PA14_RS04505",33,36,32,82,134,142
"PA14_RS04510",57,53,45,188,219,261
"PA14_RS04515",552,425,466,895,1087,1084
"PA14_RS04520",136,152,150,252,309,318
"PA14_RS04525",55,53,55,72,86,97
"PA14_RS04530",75,64,67,94,124,156
"PA14_RS04535",17,12,14,28,26,23
"PA14_RS04540",107,72,61,64,57,68
"PA14_RS04545",1856,1378,1474,1013,1203,1177
"PA14_RS04550",1523,1240,1436,891,1129,1262
"PA14_RS04555",842,589,609,436,599,799
"PA14_RS04560",18238,6722,11176,18896,27824,41447
"PA14_RS04565",233,203,214,249,311,302
"PA14_RS04570",291,228,296,316,371,391
"PA14_RS04575",132,115,122,179,168,195
"PA14_RS04580",153,120,165,194,201,236
"PA14_RS04585",242,230,229,249,287,307
"PA14_RS04590",1084,964,870,1250,1396,1613
"PA14_RS04595",208,201,232,157,188,182
"PA14_RS04600",242,160,145,148,212,209
"PA14_RS04605",670,564,637,671,945,905
"PA14_RS04610",1634,1543,1566,1695,2023,1910
"PA14_RS04615",671,1242,700,526,620,549
"PA14_RS04620",907,1744,812,528,659,613
"PA14_RS04625",1604,1301,1513,1670,1914,1710
"PA14_RS04630",906,1089,1075,982,1203,998
"PA14_RS04635",977,1243,1052,925,1020,916
"PA14_RS04640",292,324,320,286,344,264
"PA14_RS04645",447,369,425,333,369,405
"PA14_RS04650",292,348,260,273,333,346
"PA14_RS04655",1276,846,1317,1156,1408,1333
"PA14_RS04660",423,360,608,387,417,495
"PA14_RS04665",703,664,750,573,698,700
"PA14_RS04670",3706,3317,4246,3193,3860,3619
"PA14_RS04675",849,759,845,866,1015,926
"PA14_RS04680",338,260,279,290,381,376
"PA14_RS04685",574,341,520,289,264,369
"PA14_RS04690",256,141,179,125,119,153
"PA14_RS04695",188,120,157,73,92,109
"PA14_RS04700",30,33,28,29,22,35
"PA14_RS04705",32,27,35,27,27,28
"PA14_RS04710",562,441,502,364,504,453
"PA14_RS04715",366,335,427,424,528,440
"PA14_RS04720",952,873,1943,1420,2008,1056
"PA14_RS04725",715,546,959,948,1638,914
"PA14_RS04730",1166,732,1011,767,975,1182
"PA14_RS04735",3201,2355,3931,3583,4719,3221
"PA14_RS04740",425,425,512,341,502,414
"PA14_RS04745",633,491,787,433,635,502
"PA14_RS04750",186,137,140,106,127,156
"PA14_RS04755",356,376,322,225,278,339
"PA14_RS04760",538,502,559,314,337,436
"PA14_RS04765",408,320,255,215,215,202
"PA14_RS04770",425,330,271,265,265,276
"PA14_RS04775",355,380,291,330,259,217
"PA14_RS04780",2676,3336,2662,1702,1538,1153
"PA14_RS04785",1012,950,683,881,1033,1219
"PA14_RS04790",1695,1398,1753,1361,1660,1590
"PA14_RS04795",531,500,521,382,484,512
"PA14_RS04800",602,536,544,455,531,521
"PA14_RS04805",1222,1075,1234,827,923,1002
"PA14_RS04810",1127,952,1215,940,1093,1166
"PA14_RS04815",1225,754,1051,686,689,670
"PA14_RS04820",239,184,297,242,333,243
"PA14_RS04825",460,330,553,577,701,537
"PA14_RS04830",1186,822,1078,1004,1159,1022
"PA14_RS04835",1196,1055,1188,1181,1477,1388
"PA14_RS04840",808,578,745,829,984,1028
"PA14_RS04845",202,137,139,152,196,219
"PA14_RS04850",284,193,250,137,177,223
"PA14_RS04855",2055,1767,2569,1982,2452,2137
"PA14_RS04860",1111,1061,1475,1247,1454,1236
"PA14_RS04865",1185,1045,1165,1018,1252,1007
"PA14_RS04870",744,701,789,709,807,740
"PA14_RS04875",2378,2315,2004,1786,2395,2268
"PA14_RS04880",1262,1244,1087,667,990,1079
"PA14_RS04885",2191,1871,2322,1395,1856,1941
"PA14_RS04890",2317,1905,2452,1785,2034,2119
"PA14_RS04895",3105,3167,2766,2370,2884,2821
"PA14_RS04900",744,676,516,505,585,702
"PA14_RS04905",1502,1313,1214,1385,1866,1784
"PA14_RS04910",4991,3988,3869,4153,5279,4962
"PA14_RS04915",407,211,287,238,281,336
"PA14_RS04920",123,87,129,113,151,144
"PA14_RS04925",1311,1150,1501,1387,1766,1503
"PA14_RS31355",21,20,23,19,17,24
"PA14_RS04940",64,46,54,22,59,54
"PA14_RS04945",989,1102,654,618,921,1063
"PA14_RS04950",1419,1725,1669,1439,1786,1681
"PA14_RS04955",9573,9005,11213,8323,10404,9641
"PA14_RS04960",547,394,506,130,117,131
"PA14_RS04965",482,373,441,314,371,381
"PA14_RS04970",1017,961,991,778,1067,930
"PA14_RS04975",1576,1494,1659,1315,1523,1757
"PA14_RS04980",753,650,721,719,699,773
"PA14_RS04985",2808,2401,2888,2428,2697,2740
"PA14_RS04990",2288,1940,3353,1929,2412,1873
"PA14_RS04995",914,646,1330,663,926,722
"PA14_RS05000",2148,1661,2212,1295,1696,1614
"PA14_RS05005",1317,1474,1183,1320,1575,1524
"PA14_RS05010",463,460,521,516,561,507
"PA14_RS05015",1349,1142,1318,1016,1331,1181
"PA14_RS05020",2138,1625,1731,482,538,586
"PA14_RS05025",404,226,275,125,171,213
"PA14_RS05030",576,520,524,568,653,844
"PA14_RS05035",136,70,101,142,117,146
"PA14_RS05040",872,843,807,794,944,976
"PA14_RS05045",576,515,743,507,628,547
"PA14_RS05050",465,470,603,476,500,587
"PA14_RS05055",422,377,449,464,554,529
"PA14_RS05060",286,262,363,466,520,432
"PA14_RS05065",839,581,994,612,732,704
"PA14_RS05070",191,101,78,119,140,136
"PA14_RS05075",138,136,142,182,197,191
"PA14_RS05080",254,220,293,211,256,231
"PA14_RS05085",498,392,777,277,286,331
"PA14_RS05090",1528,1356,1538,1279,1603,1461
"PA14_RS05095",205,213,154,140,163,131
"PA14_RS05100",251,195,197,182,191,199
"PA14_RS05105",894,595,916,679,877,927
"PA14_RS05110",965,551,883,543,472,570
"PA14_RS05115",456,307,446,300,276,314
"PA14_RS05120",322,280,239,243,285,323
"PA14_RS05125",94,70,72,68,77,85
"PA14_RS05130",113,72,115,125,151,150
"PA14_RS05135",490,435,911,472,382,576
"PA14_RS05140",334,306,403,346,403,407
"PA14_RS05145",1405,1117,1420,1217,1408,1369
"PA14_RS05150",1012,824,1131,776,897,902
"PA14_RS05155",791,655,931,799,900,978
"PA14_RS05160",170,113,155,121,138,141
"PA14_RS05165",180,136,180,189,196,243
"PA14_RS05170",1161,703,1368,694,697,824
"PA14_RS05175",370,313,415,271,221,258
"PA14_RS05180",674,593,681,668,656,727
"PA14_RS05185",508,382,442,642,699,721
"PA14_RS05190",334,353,363,309,330,347
"PA14_RS05195",1992,2400,2286,852,1036,874
"PA14_RS05200",49,27,32,21,31,38
"PA14_RS05205",410,211,224,111,98,123
"PA14_RS05210",32,30,34,29,25,41
"PA14_RS05215",40,25,39,28,32,41
"PA14_RS05220",51,32,38,41,50,70
"PA14_RS05225",996,686,959,977,973,866
"PA14_RS05230",388,301,305,285,313,316
"PA14_RS05235",137,93,142,82,101,82
"PA14_RS05240",428,148,266,144,130,138
"PA14_RS05245",733,703,1233,415,385,379
"PA14_RS05250",565,618,727,253,263,311
"PA14_RS05255",187,215,241,99,94,114
"PA14_RS05260",95,79,65,45,60,91
"PA14_RS05265",193,120,157,93,130,156
"PA14_RS05270",501,513,370,455,621,779
"PA14_RS05275",326,387,253,1160,1350,1018
"PA14_RS05280",612,647,439,1450,1562,1268
"PA14_RS05285",1483,1931,550,1073,1288,1184
"PA14_RS05290",3214,2177,2289,1636,1500,1744
"PA14_RS05295",1301,1924,1526,797,707,774
"PA14_RS05300",1315,1034,885,1472,1473,1963
"PA14_RS05305",267,158,269,0,0,0
"PA14_RS05310",113,68,91,0,0,0
"PA14_RS05315",116,72,80,1,0,1
"PA14_RS05320",417,383,446,332,343,357
"PA14_RS05325",142,107,126,115,96,114
"PA14_RS05330",226,191,208,211,240,226
"PA14_RS05335",58,53,69,64,72,64
"PA14_RS05340",62,63,77,92,139,137
"PA14_RS05345",226,294,396,117,197,317
"PA14_RS05350",378,268,393,253,329,477
"PA14_RS05355",403,240,316,224,359,452
"PA14_RS05360",202,147,115,109,116,142
"PA14_RS05365",255,239,217,69,125,134
"PA14_RS05370",1159,2656,818,16,43,17
"PA14_RS30125",737,2349,685,23,34,30
"PA14_RS05380",469,1037,495,4,14,15
"PA14_RS05385",524,981,626,6,7,6
"PA14_RS05390",2457,2482,1892,7,27,25
"PA14_RS05395",1282,1452,1832,1241,1441,1157
"PA14_RS05400",267,263,449,200,199,227
"PA14_RS05405",173,228,302,220,237,266
"PA14_RS05410",38,34,61,38,27,72
"PA14_RS05415",43,24,43,23,55,37
"PA14_RS05420",802,667,847,560,650,627
"PA14_RS05425",395,362,366,266,283,272
"PA14_RS05430",492,510,442,563,725,618
"PA14_RS05435",390,332,324,310,401,446
"PA14_RS05440",100,94,119,99,99,102
"PA14_RS05445",449,359,488,141,143,123
"PA14_RS05450",14,12,35,6,12,16
"PA14_RS05455",137,117,263,118,88,119
"PA14_RS05460",609,666,1355,383,291,339
"PA14_RS05465",243,265,510,119,103,122
"PA14_RS05470",385,374,678,128,84,125
"PA14_RS05475",456,331,804,167,120,146
"PA14_RS05480",840,848,924,580,621,588
"PA14_RS05485",148,139,216,136,120,112
"PA14_RS05490",405,352,322,407,468,476
"PA14_RS05495",69,82,90,329,842,473
"PA14_RS05500",51,87,45,72,101,79
"PA14_RS05505",353,327,308,283,340,318
"PA14_RS05510",334,275,339,256,266,294
"PA14_RS05515",454,308,392,331,360,424
"PA14_RS05520",176,220,192,121,149,330
"PA14_RS05525",713,546,329,562,732,1482
"PA14_RS05530",695,485,444,613,731,984
"PA14_RS05535",42,36,30,33,50,76
"PA14_RS05540",45,24,28,59,85,106
"PA14_RS05545",229,151,205,245,287,257
"PA14_RS05550",104,74,140,165,175,163
"PA14_RS05555",16,5,42,36,44,34
"PA14_RS05560",12,9,33,30,35,28
"PA14_RS05565",36,27,56,55,69,53
"PA14_RS05570",181,117,131,63,73,83
"PA14_RS05580",3,10,8,19,15,15
"PA14_RS05585",3,1,3,9,7,5
"PA14_RS05590",0,1,1,0,0,3
"PA14_RS31360",0,1,0,5,8,14
"PA14_RS31740",2,1,5,4,5,3
"PA14_RS30135",1,2,0,2,2,1
"PA14_RS05600",318,218,257,284,286,314
"PA14_RS05605",284,228,221,269,319,279
"PA14_RS05610",103,85,84,69,59,75
"PA14_RS05615",153,101,120,95,103,112
"PA14_RS05620",4073,3729,4264,3295,3987,3326
"PA14_RS05625",1519,1127,987,539,576,813
"PA14_RS05630",588,425,342,510,653,862
"PA14_RS05635",1935,1238,1495,903,964,1196
"PA14_RS05640",1023,806,1094,478,593,637
"PA14_RS05645",511,412,610,441,429,392
"PA14_RS05650",730,504,733,418,454,430
"PA14_RS05655",227,187,228,176,222,178
"PA14_RS05660",523,493,631,454,469,390
"PA14_RS05665",775,582,674,773,998,1006
"PA14_RS05670",357,306,283,390,454,476
"PA14_RS05675",1055,1329,1187,910,1089,1070
"PA14_RS05680",1194,1214,1449,1040,1161,1292
"PA14_RS05685",709,519,559,285,278,295
"PA14_RS05690",320,193,200,154,203,187
"PA14_RS05695",840,629,778,620,598,721
"PA14_RS05700",593,422,523,306,379,431
"PA14_RS05705",213,142,193,243,237,273
"PA14_RS05710",113,81,90,3,1,4
"PA14_RS05715",229,157,197,0,0,1
"PA14_RS05720",34,26,33,188,209,221
"PA14_RS05730",51,52,42,447,516,534
"PA14_RS05735",621,414,231,760,1081,1563
"PA14_RS05740",1093,1126,523,627,791,1879
"PA14_RS05745",423,318,237,304,432,483
"PA14_RS05750",247,293,206,272,319,305
"PA14_RS05755",1949,1669,1332,1290,1629,1766
"PA14_RS05760",317,249,230,0,1,1
"PA14_RS31195",2,0,0,0,0,2
"PA14_RS31200",1,3,9,1,1,1
"PA14_RS05765",442,409,301,25,18,27
"PA14_RS05770",4264,4117,4293,3159,3679,3343
"PA14_RS05775",359,277,254,201,242,211
"PA14_RS05780",152,160,176,163,168,179
"PA14_RS05785",2167,1780,1859,2277,2499,2517
"PA14_RS05790",406,242,337,374,459,541
"PA14_RS05795",166,137,135,184,199,179
"PA14_RS05800",1962,1470,2443,1423,1770,1590
"PA14_RS05805",1260,1206,1907,1340,1618,1209
"PA14_RS05810",372,316,425,356,450,386
"PA14_RS05815",692,410,609,404,448,489
"PA14_RS30145",0,0,0,0,0,0
"PA14_RS30150",0,1,0,4,0,0
"PA14_RS05825",618,612,1146,608,699,563
"PA14_RS05830",1148,1482,1360,976,1134,821
"PA14_RS05835",1440,1093,1431,1102,1275,1261
"PA14_RS05840",3318,4037,3592,2847,3513,3166
"PA14_RS05845",2760,2763,2363,1376,1888,1580
"PA14_RS05850",3578,2848,6165,3053,3022,3305
"PA14_RS05855",2600,2010,5228,2763,3132,2424
